app_name,score,label,processed_content
Techcombank Mobile,1,Negative,hủy máy cũ để sáng máy mới mà nhắn sms toàn 30 40 phút sau mới gửi lúc đấy không để ý thì hết hạn mã có lúc chờ cả tiếng đồng hồ mới có sms về gửi lại luôn cũng báo hết hạn dịch vụ quá quá quá tệ
Techcombank Mobile,5,Positive,very tốt
Techcombank Mobile,1,Negative,mạng rất căng nhưng vào ứng dụng cứ quay tròn thoát ra thoát lại mãi mới vào được
Techcombank Mobile,5,Positive,tuyệt tuyệt tuyệt vời
Techcombank Mobile,1,Negative,mọi người sài techcombank có bị trừ tiền không ạ chứ mình bị trừ 165k luôn phí thường niên gì đo
Techcombank Mobile,1,Negative,áp lỗi không đúng được
Techcombank Mobile,5,Positive,ứng dụng mượt sử dụng siêu thích cảm ơn nhà phát triển
Techcombank Mobile,2,Negative,có rất nhiều lổi
Techcombank Mobile,1,Negative,ứng dụng lỗi nhiều không sử dụng được rất tệ
Techcombank Mobile,1,Negative,cty chuyển tiền về cho tôi mà không hiện thông báo phải vô ứng dụng mở tài khoản ra kiểm tra trong khi những ng khác vẫn hiện giao diện khó dùng
Techcombank Mobile,1,Negative,ứng dụng bank buồn cười nhất vn khách không log in vào ứng dụng được thì nhân viên bảo do đth của khách hoặc vì khách chỉ dùng wifi không dùng 4g nếu dùng 4g thì chắc đổ thừa tại dùng nhà mạng này chứ khách hàng dùng nhà mạng khác nhỉ
Techcombank Mobile,1,Negative,xem phim xong rút tiền về nó không chuyển về được vậy bị gì
Techcombank Mobile,1,Negative,không vào được ưd
Techcombank Mobile,1,Negative,ứng dụng chậm cứ xoay xòng vòng không làm gì được
Techcombank Mobile,5,Positive,hữu ích
Techcombank Mobile,1,Negative,không vô được
Techcombank Mobile,3,Neutral,định danh mức 1 không đăng ký được tài khoản hả admin
Techcombank Mobile,4,Positive,sao ứng dụng hôm qua tới nay cứ xoay vòng không vào được có ai bị như vậy không ạ
Techcombank Mobile,5,Positive,tuyêt voi
Techcombank Mobile,4,Positive,mấy hôm nay vào ứng dụng techcombank toàn bị đơ vào ngân hàng khác thì được đang cần chuyển khoản bực mình
Techcombank Mobile,5,Positive,ứng dụng tuyệt vời mượt như cái lượt
Techcombank Mobile,5,Positive,đẳng cấp
Techcombank Mobile,1,Negative,mẹ mình lúc cần thì lại lỗi
Techcombank Mobile,5,Positive,tại sao tôi không vào được
Techcombank Mobile,5,Positive,ngân hàng số tốt nhất hiện nay
Techcombank Mobile,1,Negative,đúng tên tài khoản mật khẩu mà nó báo sai
Techcombank Mobile,1,Negative,tôi đang gặp sự cố và không vào được
Techcombank Mobile,1,Negative,quảng cáo qua nhiều gây phiền
Techcombank Mobile,1,Negative,trên android chậm quá trên ios không sao
Techcombank Mobile,3,Neutral,bỏ cái gửi tin nhắn để đổi thiết bị giùm
Techcombank Mobile,5,Positive,lần đầu tiên nhưng thấy rất tiện lợi và hữu dụng vô cùng trong cuộc sống hiện đại
Techcombank Mobile,5,Positive,tài khoản tiện dụng chuyển tiền nhanh
Techcombank Mobile,5,Positive,tôi mới đọc được có người dùng ngân hàng này bị dụ mở thẻ tín dụng rồi bị trừ phí 1 năm mất 2 củ trong khi không dùng nhân viên dụ mở thẻ không mất gì để không cũng được
Techcombank Mobile,5,Positive,thao tác mượt chuyển khoản nhanh
Techcombank Mobile,2,Negative,sao không vào được ápp vậy mình n cứ quay tròn thôi à khách hàng vào áp được
Techcombank Mobile,1,Negative,đăng kí tài khoản xong đăng nhập lại thì không vào được dù đã nhập đúng tên đăng nhập và mật khẩu
Techcombank Mobile,5,Positive,tốt
Techcombank Mobile,5,Positive,dùng oki lém
Techcombank Mobile,1,Negative,ứng dụng chậm giật kém chất lượng
Techcombank Mobile,1,Negative,quá mệt mỏi
Techcombank Mobile,1,Negative,bị treo hoài
Techcombank Mobile,3,Neutral,ứng dụng không có chuyển đổi sang tài khoản khác được khi đăng xuất rất bất tiện
Techcombank Mobile,5,Positive,tốt
Techcombank Mobile,1,Negative,rườm rà
Techcombank Mobile,5,Positive,techcombank có thể làm widget sẵn mã qr không ạ mở ra chờ đăng nhập lâu quá ạ
Techcombank Mobile,1,Negative,tệ
Techcombank Mobile,2,Negative,chậm
Techcombank Mobile,5,Positive,giao dịch nhanh nhưng có nhiều thông báo vẫn còn bị chậm tý mong admin khắc phục
Techcombank Mobile,5,Positive,nhanh lẹ tốt
Techcombank Mobile,1,Negative,thay máy chờ tổng đài 8049 trả tin nhắn khi đăng nhập lại quá lâu bển gửi tin nhắn lại xong kêu mã hết hạn làm ăn đúng rất mất thời gian đề nghị xem lại
Techcombank Mobile,2,Negative,tải cả ngày không vào trong khi cập nhật đầy đủ rồi tôi cần chuyển tiền gấp rất ảnh hưởng
Techcombank Mobile,5,Positive,👌ok
Techcombank Mobile,5,Positive,hay tốt nhanh
Techcombank Mobile,3,Neutral,đợt này ứng dụng chán quá mãi không vào được suốt ngày báo lỗi server
Techcombank Mobile,5,Positive,thanh toán và chuyển tiền điều rất tiện lợi và dễ sử dụng nói chung là tuyệt vời rút tiền còn không cần thẻ vẫn rút được giờ tôi muốn nhận 650k cho lúc đầu tôi nhập sai số điện thoại của người khác thai gì là của tôi vậy có thể nhập lại mã mời được được không vậy techcombank
Techcombank Mobile,3,Neutral,f5zztd 54 zq zx sư3aw mỗi ngày một kỹ năng pctt 12h 🔥 các biện pháp phòng chống cháy rừng 🔥 chỉ một tàn lửa nhỏ trong thời tiết nắng nóng hanh khô cũng có thể gây ra cháy rừng để lại hậu quả nghiêm trọng cho môi trường và cuộc sống của chúng ta bảo vệ rừng là trách nhiệm của mỗi người chủ động phòng ngừa ngay từ những hành động nhỏ chính là cách hiệu quả nhất để ngăn chặn cháy rừng cùng theo dõi infographic dưới đây để nắm rõ các biện pháp phòng chống cháy rừng vậy
Techcombank Mobile,1,Negative,gửi mã về số 3 lần không thấy
Techcombank Mobile,1,Negative,ứng dụng lỗi không đăng nhập được mất mẹ 500k chuyển vào mà đăng nhập báo lỗi
Techcombank Mobile,4,Positive,chất lượng dịch vụ tốt mobile banking ổn 8 10 tuy nhiên những nhược điểm cần khắc phục độ ổn định của ứng dụng
Techcombank Mobile,1,Negative,không chuyển tiền đi được
Techcombank Mobile,5,Positive,tốt la
Techcombank Mobile,1,Negative,lỗi đăng nhập châm cả 2 tháng nay mà không sửa được lỗi sso
Techcombank Mobile,5,Positive,rất tuyệt vời biết thế này tôi đã dùng nó lâu lắm rồi
Techcombank Mobile,5,Positive,rất nhanh
Techcombank Mobile,5,Positive,vipp
Techcombank Mobile,5,Positive,ứng dụng không vào được quay hoài
Techcombank Mobile,3,Neutral,cứ ấn vào mật khẩu ứng dụng cứ quay tròn không vào được
Techcombank Mobile,5,Positive,ứng dụng mượt mà đảm bảo luôn báo trước thời gian bảo trì rất tốt không có thì phải than phiền cả
Techcombank Mobile,1,Negative,sao vào ứng dụng cứ quay tít thò lò vậy
Techcombank Mobile,5,Positive,vì nó tốp
Techcombank Mobile,4,Positive,không có phần thanh toán khoản vay
Techcombank Mobile,1,Negative,mới tạo tài khoản vào đăng nhập cứ lỗi hoài cứ báo sai tên sai mật khẩu trong khi vừa mới tạo xong sai là sai thế nào
Techcombank Mobile,1,Negative,một năm gửi ít nhất trên tỷ mà tới rút tiền có 100 triệu bảo không còn tờ 500 0 đồng nào ngân hàng hết tiền thôi gửi làm gì cho mệt thân gửi và cũng hủy thẻ rồi nhé không phải thằng em giới thiệu 10 kiếp làm người tôi cũng không gửi tiền vào tech lần nào nữa
Techcombank Mobile,1,Negative,chạy quá chậm
Techcombank Mobile,1,Negative,ứng dụng như học sinh c1 làm vậy
Techcombank Mobile,1,Negative,quá tệ thỉnh thoảng lỗi hệ thống mobibank
Techcombank Mobile,5,Positive,ngân hàng dùng tốt nhất và nhanh gọn lẹ trong các ngân hàng bao gồm cả dịch vụ chăm sóc và mua sắm đã dùng hơn 10 năm mọi người nên dùng nha
Techcombank Mobile,5,Positive,nen tai nhé
Techcombank Mobile,2,Negative,cập nhật xong không vào được vì máy bị khóa là sao
Techcombank Mobile,2,Negative,dạo gần đây sau cập nhật phần mềm thì ứng dụng vô rất chậm là lý do gì thế
Techcombank Mobile,5,Positive,love you
Techcombank Mobile,5,Positive,ngân hàng này mình dùng êm lắm quá tốt dao dịch chuyển tiền nhanh không bị lỗi👍
Techcombank Mobile,2,Negative,chậm thật luôn ấy lúc nào kết nối cũng phải mất rất lâu không như các ngân hàng khác
Techcombank Mobile,1,Negative,me cái ứng dụng chậm ỉa không đáng 1 sao nữa
Techcombank Mobile,5,Positive,tốt
Techcombank Mobile,2,Negative,sử dụng không ổn định tôi sẽ mở thêm ngân hàng khác và có thể bỏ tc
Techcombank Mobile,5,Positive,ứng dụng rất tốt
Techcombank Mobile,5,Positive,rất hài lòng
Techcombank Mobile,1,Negative,tb nhiều phiền rất
Techcombank Mobile,1,Negative,ứng dụng ngân hàng tồi tệ đổi điện thoại cài lại ứng dụng không sử dụng được bắt cài đặt lại từ đầu mà lỗi hoài không có sử dụng dịch vụ được ứng dụng vừa phiền vừa bất tiện mai ra hủy tài khoản luôn
Techcombank Mobile,5,Positive,rất hài lòng tốt
Techcombank Mobile,5,Positive,tuyệt vời 👍💯
Techcombank Mobile,1,Negative,không đăng ký thẻ tín dụng được bị lỗi liên tục
Techcombank Mobile,1,Negative,không thông báo biến động số dư gì cả
Techcombank Mobile,5,Positive,duyệt
Techcombank Mobile,1,Negative,xác thực khuôn mắt quá lâu
Techcombank Mobile,5,Positive,giao diện dễ dùng
Techcombank Mobile,5,Positive,rất tiện và nhanh chóng
Techcombank Mobile,1,Negative,giờ đăng nhập tài khoản thì cứ tải lâu là sao vậy tôi còn không vào được
Techcombank Mobile,3,Neutral,mới dùng chưa giao dịch nên chưa được trải nghiệm kỹ
Techcombank Mobile,1,Negative,chuyển khoảng bị lôi chán
Techcombank Mobile,5,Positive,nhanh chóng tiện lợi
Techcombank Mobile,4,Positive,mỗi năm bị trừ 130k còn lại thì đều tốt
Techcombank Mobile,5,Positive,👍
Techcombank Mobile,5,Positive,oknek
Techcombank Mobile,5,Positive,bảo áp mobile có tiền quảng cáo xạo
Techcombank Mobile,5,Positive,thuận lợi và hữu ích
Techcombank Mobile,1,Negative,ứng dụng không đăng nhập được khi sử dụng wifi rất bất tiện đã nhiều lần ý kiến những không sửa
Techcombank Mobile,5,Positive,tốt
Techcombank Mobile,1,Negative,ứng dụng gì mà mở lên quay dung yên mấy ngày không đáng nhập vô được chan
Techcombank Mobile,5,Positive,mau lẹ
Techcombank Mobile,1,Negative,nâng cấp không hoàn chỉnh vớ va vớ vẩn không làm tới nơi tới chốn thì đừng có làm
Techcombank Mobile,1,Negative,quá yếu
Techcombank Mobile,5,Positive,dkmn quá tuyệt vời techcombank ơi 👍
Techcombank Mobile,1,Negative,ứng dụng gì mà dùng đt hệ android kèm wifi vnpt không vào được bực cả mình trong khi dùng mạng viettel thì vào được vậy lý do tại bank hay tại nhà mạng
Techcombank Mobile,5,Positive,chất lượng dịch vụ tốt
Techcombank Mobile,5,Positive,ứng dụng quay tròn không vào được để giao dịch
Techcombank Mobile,1,Negative,mình sử dụng chức năng giao dịch ngoại tệ online và hẹn ngày ra ngân hàng nhận tiền nhưng tới ngày nhận tiền mình ra lấy thì được báo ứng dụng lỗi ngân hàng không nhận được thông tin và kêu chiều quay lại chiều mình quay lại ngồi chờ 1 tiếng đồng hồ thì được báo giao dịch online bị lỗi và không giải quyết được liền cho mình rất tốn thời gian đi tới lui ai có ý định đổi ngoại tệ onl để tiết kiệm thời gian như mình thì không nên nhé
Techcombank Mobile,2,Negative,tại sao đăng nhập đúng lại sai được ứng dụng này có vấn đề kĩ thuật viết code à
Techcombank Mobile,1,Negative,gửi thông báo quảng cáo ít thôi phiền chết được ngày nào cũng gửi thông báo quảng cáo y chang nhau
Techcombank Mobile,1,Negative,cứ vô ứng dụng là tải bao lâu
Techcombank Mobile,1,Negative,nhận diện khuôn mặt không được dù đã thử lại nhiều lần
Techcombank Mobile,1,Negative,không biết vì sao hiện nay ứng dụng techcombank mobile chạy cực kì chậm
Techcombank Mobile,1,Negative,cập nhật 4 0 như coin card
Techcombank Mobile,1,Negative,ứng dụng ngân hàng như caiz lol á không có chỗ mua vé máy bay
Techcombank Mobile,1,Negative,cần thanh toán mà quay vòng vòng 30p
Techcombank Mobile,1,Negative,ứng dụng bắt bẻ các kiểu
Techcombank Mobile,3,Neutral,dạo này nó cứ chậm chậm kiểu gì ấy cứ tải lâu mới vào được
Techcombank Mobile,1,Negative,android 13 đăng nhập mãi không được cài lại chục lần cũng không được tổng đài nv ngân hàng nói do phần mềm điện thoai cũ quá dẹp không dùng techcombank nữa
Techcombank Mobile,5,Positive,20 ngân hàng ngân hàng techcombank là ngân hàng tệ nhất việt nam
Techcombank Mobile,1,Negative,nếu không phải cần dùng nhận lg cty thì nói thật tôi ghét nhất ứng dụng techcombank quảng cáo nhảm thì ting liên tục nhưng biến động số dư tài khoản thẻ tài khoản thanh toán đến hạn thẻ các kiểu thì câm mõm lịch sử tt thì trắng phau như tờ giấy nhận tiền mất tiền cũng éo biết từ lúc nào hay bằng cách nào bị cả năm rồi hỏi tổng đài hay mail hỗ trợ vẫn xin lỗi nhưng éo sửa gỡ ứng dụng cài lại vẫn bị éo thể hiểu nổi techcombank nghĩ gì luôn nhận tiền hết trách ngân hàng hay gì
Techcombank Mobile,5,Positive,tốt nhé
Techcombank Mobile,5,Positive,nhiều tiện ích
Techcombank Mobile,2,Negative,vô ứng dụng tải quài không được lk momo mỗi lần chuyển khoản hay nạp qq gì xác thực cũm lâu
Techcombank Mobile,1,Negative,ứng dụng gì mở chậm như con chậm vậy má tải hoài luôn á trời
Techcombank Mobile,1,Negative,sử dụng rất tiện lợi nhưng sau giờ tự dưng không vào được có khi nào định lừa mình không ta mai là mình đã thông minh chuyển tiền qua ứng dụng khác không thì tôi rồi 😁
Techcombank Mobile,1,Negative,ứng dụng gì lần đăng nhập không bao giờ vào được sử dụng tệ
Techcombank Mobile,5,Positive,tiện ích nhanh gọn
Techcombank Mobile,5,Positive,tốt tốt lắm
Techcombank Mobile,4,Positive,tận tình hòa nhã chu đáo lần đầu chuyển khoản nhanh gọn
Techcombank Mobile,3,Neutral,không tải được u point challenge lỗi rồi
Techcombank Mobile,2,Negative,trước giờ rất đánh giá cao về dịch vụ của techcombank nhưng sau bản cập nhật ứng dụng lại không cho đăng nhập vì mã lỗi 6 trong khi các ứng dụng ngân hàng khác mình vào bình thường làm ảnh hưởng đến việc nhận chuyển tiền của mình quá thất vọng
Techcombank Mobile,1,Negative,ứng dụng chán đăng nhập thiết bị mới xác nhận hết đến cái gửi tin nhắn thì 10 15p sau mới phản hồi xong gửi thì bảo hết hạn cay rất
Techcombank Mobile,5,Positive,mỗi lần reset máy điện thoại là đăng nhập lại phải gửi tin nhắn hủy thiết bị cũ gì á là sao ạ
Techcombank Mobile,1,Negative,lỗi mạng di động không vào được ứng dụng tất cả các ứng dụng khác thì vẫn hoạt động bình thường trừ ngân hàng techcombank nhưng khi có wifi thì lại vào được
Techcombank Mobile,5,Positive,bên tech sửa cập nhật bản mới rất nhanh vote 5
Techcombank Mobile,1,Negative,vào ứng dụng quá lâu khi vào cũng xoay liên tục mới có thể chuyển khoản
Techcombank Mobile,3,Neutral,ứng dụng dạo này đăng nhập rất chậm tải thông tin tài khoản giao dịch số dư mất rất nhiều thời gian mặc dù đã chuyển thử sang các wifi khác và 5g sử dụng các ứng dụng khác đều rất mượt và ổn định
Techcombank Mobile,2,Negative,ứng dụng bữa giờ bị lỗi gì mỗi lần đăng nhập rất mất thời gian trong khi những ứng dụng ngân hàng khác vẫn đăng nhập bình thường
Techcombank Mobile,5,Positive,đăng ký onl dễ dàng thích lắm 10đ
Techcombank Mobile,1,Negative,ứng dụng củ lờ gì mà điện thoại unlock không sài được vậy đã thế sang ngân hàng khác
Techcombank Mobile,1,Negative,lần nào cũng tải không vào tài khoản được quá tệ
Techcombank Mobile,1,Negative,mạng tải mãi không vào được
Techcombank Mobile,3,Neutral,rất cồng kềnh không cho chụp ảnh màn hình giao dịch mà bắt vào lịch sử giao dịch chia sẻ lại qua các ứng dụng khác mới được hay chậm
Techcombank Mobile,1,Negative,ứng dụng gì mà gần 20 ngày nay cứ vào chậm quay quay xóa đi tải lại mấy lần cũng quay quay mãi mới cài xong cài xong mấy hôm sau vào cũng bị lại bank nên tìm hiểu và xử lý dứt điểm này ai dám dùng nữa
Techcombank Mobile,5,Positive,rất vui được biết đến ứng dụng nhanh này
Techcombank Mobile,1,Negative,cái ứng dụng quét mỗi cd mà không được bắt quét đi quét lại thời gian quét tôi qua bank khác là xong tài khoản rồi đu cg nên định ủng hộ mà ứng dụng làm tôi quét mệt quá nên thôi
Techcombank Mobile,5,Positive,tốt tốt
Techcombank Mobile,1,Negative,ứng dụng gì mà sau giờ hành chính là không đăng nhập được
Techcombank Mobile,1,Negative,đang sử dụng bình thường thì bị out ra làm theo các bước để đăng nhập lại đến cuối cùng lại lỗi lần này là lần thứ 2 gặp lỗi đã xử lí 1 lần tại phòng giao dịch vào 12 3 trải nghiệm rất tệ
Techcombank Mobile,4,Positive,rất khó đăng nhập khi sử dụng wifi
Techcombank Mobile,1,Negative,đi lại vết xe đổ của vneid
Techcombank Mobile,5,Positive,ngân hàng này cũng tốt mà một số ngân hàng nhà ăn thua gì
Techcombank Mobile,5,Positive,râ tôi tuyê tôi vơ i
Techcombank Mobile,2,Negative,vô mà cứ quay miết không đăng nhập được
Techcombank Mobile,5,Positive,tech ơi s tài khoản của mình cứ bị bắt đnhap lại thế mà đnhap rồi cũng không cho vào cơ
Techcombank Mobile,5,Positive,ngân hàng đang bảo trì hả
Techcombank Mobile,1,Negative,lỗi nhiều nhiều lần không vào được
Techcombank Mobile,1,Negative,đăng nhập bằng wifi nhà không được tắt wifi đăng ký 4g mở thì được nhưng tất cả các ứng dụng của ngân hàng khác thì dùng wifi nhà đăng nhập được chán xóa ứng dụng hủy tài khoản cho rồi
Techcombank Mobile,1,Negative,ứng dụng đúng tệ chậm giật ngân hàng to vậy không mướn nổi 1 công ty viết phần mềm cho đàng hoàng
Techcombank Mobile,1,Negative,ứng dụng ngu thực sự
Techcombank Mobile,2,Negative,sốp ơi cho em vào ứng dụng với đúng sdt mình mạng tốt mà qua giờ em không vô được rồi
Techcombank Mobile,4,Positive,hoi rac roi nhung tốt
Techcombank Mobile,1,Negative,lỗi đi lỗi lại lúc nào cũng bị gián đoạn quá thật vọng cho một ngân hàng lớn cần sửa đổi
Techcombank Mobile,1,Negative,ngan hàng điện tử không giao dịch được
Techcombank Mobile,1,Negative,bạn nào không dùng thì nhớ đóng tài khoản nha bị tính phí qly hàng tháng đấy đến lúc mở lại thì bị trừ phí
Techcombank Mobile,5,Positive,tốt nhe
Techcombank Mobile,5,Positive,rất tốt và rất tiện lợi
Techcombank Mobile,2,Negative,ứng dụng trên android rất khó vào màn hình đăng nhập mở ứng dụng quay quay hoài
Techcombank Mobile,1,Negative,ứng dụng quá tệ không thay đổi thì sẽ mất rất nhiều khách hàng
Techcombank Mobile,3,Neutral,đề nghị thêm tính năng tuỳ chỉnh tắt thông báo quảng cáo đang ghi màn hình mà nó cứ nhảy thông báo hoài phiền quá
Techcombank Mobile,2,Negative,ứng dụng rất chậm mỗi lần mở ứng dụng lên rất lâu nên mình không thích dùng lắm
Techcombank Mobile,5,Positive,rất thuận lợi
Techcombank Mobile,5,Positive,cảm ơn đã làm em tài khoản đãi tiền
Techcombank Mobile,1,Negative,lúc vào được lúc thì cả ngày không vào dc😡
Techcombank Mobile,1,Negative,chuyển qua thiết bị mới nó yêu cầu gửi tin nhắn sms để chuyển thiết bị mới gửi tin nhắn 2 lần mất 2 0vnđ sau khi đó là vào lại xác nhận lại rồi xác nhận khuôn mặt sau khi xác nhận khuôn mặt nó lại thông báo không thành công nhập cd vô rồi nó yêu cầu 4 số đầu thẻ ngân hàng mà tôi không làm thẻ không thể vào được tài khoản nữa còn mất phí oan 😡
Techcombank Mobile,1,Negative,quá kém tin cậy
Techcombank Mobile,3,Neutral,mình không hiểu lý do gì hsbc lại không cho chụp hình trong ứng dụng thanh ra cần chụp lại lịch sử sao kê cực kì bất tiện
Techcombank Mobile,5,Positive,còn ngân hàng này tôi mới đăng ký đây chưa có biết nhưng thế nào
Techcombank Mobile,1,Negative,hay lỗi không thể đăng nhập ứng dụng tệ quá lúc cần thiết không thể vào nổi
Techcombank Mobile,5,Positive,rất tuyệt vời tecombank quá tốt
Techcombank Mobile,5,Positive,tiện lợi bảo mật
Techcombank Mobile,5,Positive,bảo mật an toàn dễ sử dụng
Techcombank Mobile,1,Negative,ai có ý định sử dụng ngân hàng này thì suy nghĩ lại ứng dụng lỗi miết không vào được thấm chí đăng nhập vào rất nhiều lần còn thường xuyên bảo trì nữa chứ đây là lần cuối sử dụng ngân hàng này
Techcombank Mobile,1,Negative,chụp được cd rồi mà vẫn báo hệ thống đang bị gián đoạn là sao ta
Techcombank Mobile,1,Negative,ứng dụng cứ thi thoảng bị lỗi dùng 4g không vào được ứng dụng bọn nhân viên thì mất dạy suốt ngày gọi điện lùa mở thẻ tín dụng mở xong cái là bặt vô âm tín không hỗ trợ gì thêm
Techcombank Mobile,5,Positive,rât thích
Techcombank Mobile,1,Negative,ngân hàng gì mà lỗi nhiều thế không biết lỡ bao nhiêu việc của mình
Techcombank Mobile,1,Negative,không đăng nhập được vào ứng dụng ứng dụng luôn xoay vòng vòng khi cần chuyển khoản chắc mình đổi ngân hàng khác để tiện cho giao dịch hơn cập nhật 1 4 2026 ứng dụng không vào được bắt mình đăng nhập đổi pass và nhận diện khuôn mặt đủ thứ nhưng vẫn không vào thực hiện giao dịch được gọi lên tổng đài đã bấm phím nhánh nhưng vẫn không kết nối được bộ phận cskh trường hợp này ngân hàng vui lòng xử lý giúp mình và mình cũng sẽ không sử dụng bên ngân hàng này nữa rất ảnh hưởng đến giao dịch hằng ngày
Techcombank Mobile,5,Positive,rất tốt
Techcombank Mobile,5,Positive,sài đơn giản
Techcombank Mobile,5,Positive,tuyệt dời
Techcombank Mobile,1,Negative,ứng dụng như cặc vào 10 phút cứ xoay vòng
Techcombank Mobile,1,Negative,không thể tải được gì sau khi nhập sđt nhằm đăng ký thẻ mới
Techcombank Mobile,1,Negative,đang dùng kèm loa bỗng bị mã lỗi 6 không đăng nhập được nữa cùng dòng điện thoại thì cái bị cái không thế là phải ngân hàng rút sạch tiền ra thôi ngưng không sài nữa cập nhật này tệ quá không sửa được thì bỏ thôi
Techcombank Mobile,3,Neutral,ứng dụng dạo này bị chậm dữ vậy
Techcombank Mobile,5,Positive,sài tốt nha mình n
Techcombank Mobile,4,Positive,bị lỗi 10 khắc phục không được bảo dung lượng máy quá nhìu giờ đổi sang cái khác thì lại mất công còn để ứng dụng thì báo lỗi chánn
Techcombank Mobile,1,Negative,lỗi thiết bị trình khởi động không an toàn là sao
Techcombank Mobile,5,Positive,ứng dụng cảm giác khôn hơn thằng vietcombank
Techcombank Mobile,1,Negative,ứng dụng như cái qq bịp thì khỏi phải nói ngân hàng qq gì lỗi suốt thiết kế cái ứng dụng cunhx ng u nữa dẹp luôn đi
Techcombank Mobile,1,Negative,lúc cần giao dịch chuyển tiền thì lại bị lỗi không chuyển khoản được trong khi cv đang gấp chưa bao giờ thấy tệ như lần này
Techcombank Mobile,1,Negative,tệ nhập đúng mật khẩu mà không đăng nhập được tài khoản
Techcombank Mobile,1,Negative,vô toàn thấy khen trong khi vô đăng nhập quay vòng vòng rất lâu mới vào được
Techcombank Mobile,2,Negative,không vào ứng dụng được xác thực làm đi làm lại cũng không được tiền lại để hết trong tài khoản tệ thực sự luôn ấy
Techcombank Mobile,5,Positive,khá
Techcombank Mobile,1,Negative,sau khi cập nhập lại không đăng nhập được 1 sao là vì không có 0 sao để tích
Techcombank Mobile,1,Negative,vô cùng tồi tệ
Techcombank Mobile,3,Neutral,có ai từ hôm qua tới giờ không vào được ứng dụng techcombank không
Techcombank Mobile,1,Negative,xàm ơi xàm đăng nhập quay quay mãi mất 2 ngày gọi điện thì tổg đài ngắt máy khách
Techcombank Mobile,4,Positive,sao mấy hôm nay vào cứ báo lỗi là sao
Techcombank Mobile,1,Negative,dùng được mấy tháng giờ báo lỗi không vào được
Techcombank Mobile,1,Negative,tại sao không vô ứng dụng được
Techcombank Mobile,5,Positive,rất an toàn và hiệu quả
Techcombank Mobile,5,Positive,tốt chất lượng đỉnh
Techcombank Mobile,1,Negative,thường xuyên chậm
Techcombank Mobile,1,Negative,mới lập tài khoản chưa đăng nhập được vào cái tự nhiên bị khóa xong còn báo lỗi khi hỏi trung tâm tư vấn khách hàng bắt ra trực tiếp nếu ra trực tiếp cần gì trung tâm khách hàng
Techcombank Mobile,1,Negative,đcu đăng nhập thết bị mới mà lắm thủ tục rất
Techcombank Mobile,1,Negative,dùng mấy năm rồi nhưng mà thôi nhé làm cái ứng dụng cũng không xong 2 tuần rồi sửa lên sửa xuống đi làm show quảng cáo cho cố vô giờ cái cơ bản sửa không được tốn thời gian của khách hàng
Techcombank Mobile,1,Negative,trải nghiệm kém toàn lỗi
Techcombank Mobile,1,Negative,không chụp được cd quá tệ
Techcombank Mobile,1,Negative,ngân hành top 1 công nghệ nhưng đt hư đổi đt mới nhắn tin mãi lo được cái danh bank số 1 công nghệ quả là ảo đấy
Techcombank Mobile,1,Negative,không sử dụng được trên techno pova 3
Techcombank Mobile,1,Negative,ngân hàng bị ngủ tiên mất mà không tới
Techcombank Mobile,1,Negative,trừ tiền vớ vẩn phí thuong niên gì mà 132k
Techcombank Mobile,5,Positive,sử dụng trang rất nhanh ạ
Techcombank Mobile,5,Positive,rất thích ạ
Techcombank Mobile,5,Positive,ứng dụng rất mượt
Techcombank Mobile,1,Negative,ứng dụng lãng xẹt không tìm cách bảo mật lại chặn điện thoại khách hàng dùng điện thoại xách tay giờ bảo khách hàng mua điện thoại mới
Techcombank Mobile,4,Positive,ứng dụng bị mã lỗi 6 là bị gì admin khắc phục như thế nào
Techcombank Mobile,5,Positive,tuyệt đối
Techcombank Mobile,1,Negative,oppo f11 của tôi không dùng được giờ phải mua điện thoại mới hay sao 😡
Techcombank Mobile,1,Negative,gì mà bảo trì miết sợ thật
Techcombank Mobile,5,Positive,được chọn số đẹp
Techcombank Mobile,1,Negative,techcombank mà tối ưu với mạng vnpt chậm vậy nhỉ mạng wifi nhà mạnh không kém ai nhưng không vô ứng dụng được luôn luôn phải dùng 4g để đăng nhập là như thế nào mong bank cải thiện giúp mình
Techcombank Mobile,5,Positive,a di đà phật a di đà phật nam mô bồ tát quán thế âm cảm ơn ứng dụng cầu nguyện tất cả đều bình an
Techcombank Mobile,1,Negative,warnings thẻ visa credit trên ứng dụng là một dạng hút máu tinh vi scam khi để mác free not physical card rất hạn chế sử dụng thiết kế ứng dụng chỉ chứa thẻ credit card rất thô sơ đơn giản tự vẽ các khoản phí chưa dùng một ngàn nào mã đã lost 1 triệu vì phí not physical card team credit card của techcombank rất lươn lẹo bài đánh giá này sẽ tồn tại trong 90 ngày
Techcombank Mobile,1,Negative,ứng dụng chậm lòi
Techcombank Mobile,1,Negative,khá bất tiện có điện thoại dùng được điện thoại không
Techcombank Mobile,1,Negative,ứng dụng thường xuyên bị đơ
Techcombank Mobile,1,Negative,tui chưa có tạo tài khoản như có người dùng số tui tạo rồi phải làm sao
Techcombank Mobile,1,Negative,vô mạng không được đăng nhập từ rất lâu rồi từ lúc chx cập nhật đến cập nhật rồi vẫn quay mong bên techcombank giải quyết cho những nạn nhân gặp đề như tôi chứ không pk xl cho qua
